# filename<TAB>url
MAS_TRM_Guidelines_18_Jan_2021.pdf	https://www.mas.gov.sg/-/media/MAS/Regulations-and-Financial-Stability/Regulatory-and-Supervisory-Framework/Risk-Management/TRM-Guidelines-18-January-2021.pdf
PDPC_Advisory_Guidelines_Key_Concepts_PDPA_17_May_2022.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/ag-on-key-concepts/advisory-guidelines-on-key-concepts-in-the-pdpa-17-may-2022.pdf
PDPC_PDPA_Annex_A_Framework_Collection_Use_Disclosure_1_Feb_2021.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/ag-on-key-concepts/annex-a--pdpas-framework-for-the-collection-use-and-disclosure-of-personal-data-1-feb-2021.pdf
PDPC_PDPA_Annex_B_Deemed_Consent_Notification_Checklist_1_Feb_2021.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/ag-on-key-concepts/annex-b--assessment-checklist-for-deemed-consent-by-notification-1-feb-2021.pdf
PDPC_PDPA_Annex_C_Legitimate_Interests_Checklist_1_Feb_2021.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/ag-on-key-concepts/annex-c--assessment-checklist-for-legitimate-interests-exception-1-feb-2021.pdf
PDPC_Guide_Developing_DPMP_Aug_2023.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/other-guides/dpmp/guide-to-developing-a-data-protection-management-programme-%28aug-2023%29.pdf
PDPC_Guide_Data_Protection_Practices_for_ICT_Systems.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/other-guides/tech-omnibus/guide-to-data-protection-practices-for-ict-systems.pdf
PDPC_Handbook_Guard_Against_Common_Data_Breaches.pdf	https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/other-guides/tech-omnibus/how-to-guard-against-common-types-of-data-breaches-handbook.pdf
BCBS_239_Risk_Data_Aggregation_Reporting.pdf	https://www.bis.org/publ/bcbs239.pdf
BCBS_D450_Stress_Testing_Principles_2018.pdf	https://www.bis.org/bcbs/publ/d450.pdf
BCBS_238_LCR_Liquidity_Monitoring_Tools.pdf	https://www.bis.org/publ/bcbs238.pdf
